,SITEID,COUNTRY,PLATEDESIGN,DRUG,MIC,DILUTION,CONC,ROW,COL,BINARY_PHENOTYPE
857,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
858,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
859,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
860,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
861,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
862,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
863,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
864,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
865,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
866,10,South Africa,UKMYC6,KAN,4.0,3,4.0,5.0,3.0,S
867,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
868,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
869,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
870,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
871,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
872,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
873,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
874,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
875,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
876,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
877,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
878,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
879,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
880,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
881,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
882,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
883,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
884,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
885,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
886,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
887,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
888,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
889,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
890,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
891,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
892,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
893,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
894,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
895,5,Peru,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
896,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
897,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
898,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
899,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
900,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
901,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
902,8,Vietnam,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
903,11,Sweden,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
904,11,Sweden,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
905,11,Sweden,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
906,6,Italy,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
907,6,Italy,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
908,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
909,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
910,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
911,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
912,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
913,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
914,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
915,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
916,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
917,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
918,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
919,3,Germany,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
920,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
921,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
922,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
923,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
924,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
925,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
926,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
927,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
928,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
929,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
930,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
931,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
932,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
933,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
934,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
935,4,India,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
936,2,China,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
937,2,China,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
938,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
939,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
940,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
941,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
942,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
943,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
944,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
945,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
946,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
947,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
948,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
949,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
950,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
951,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
952,10,South Africa,UKMYC6,KAN,2.0,2,2.0,6.0,3.0,S
953,8,Vietnam,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
954,8,Vietnam,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
955,8,Vietnam,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
956,8,Vietnam,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
957,8,Vietnam,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
958,11,Sweden,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
959,11,Sweden,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
960,11,Sweden,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
961,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
962,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
963,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
964,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
965,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
966,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
967,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
968,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
969,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
970,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
971,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
972,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
973,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
974,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
975,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
976,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
977,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
978,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
979,6,Italy,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
980,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
981,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
982,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
983,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
984,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
985,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
986,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
987,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
988,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
989,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
990,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
991,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
992,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
993,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
994,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
995,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
996,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
997,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
998,10,South Africa,UKMYC5,KAN,2.0,2,2.0,0.0,4.0,S
999,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1000,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1001,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1002,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1003,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1004,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1005,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1006,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1007,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1008,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1009,11,Sweden,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1010,6,Italy,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1011,10,South Africa,UKMYC5,KAN,1.0,1,<=1,0.0,5.0,S
1012,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1013,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1014,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1015,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1016,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1017,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1018,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1019,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1020,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1021,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1022,11,Sweden,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1023,6,Italy,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1024,6,Italy,UKMYC6,KAN,1.0,1,<=1,7.0,3.0,S
1025,10,South Africa,UKMYC6,KAN,8.0,4,8.0,4.0,3.0,I
1026,10,South Africa,UKMYC6,KAN,8.0,4,8.0,4.0,3.0,I
1027,10,South Africa,UKMYC6,KAN,8.0,4,8.0,4.0,3.0,I
1028,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1029,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1030,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1031,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1032,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1033,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1034,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1035,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1036,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1037,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1038,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1039,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1040,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1041,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1042,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1043,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1044,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1045,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1046,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1047,10,South Africa,UKMYC5,KAN,4.0,3,4.0,0.0,3.0,S
1048,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1049,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1050,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1051,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1052,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1053,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1054,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1055,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1056,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1057,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1058,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1059,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1060,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1061,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1062,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1063,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1064,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1065,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1066,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1067,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1068,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1069,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1070,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1071,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1072,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1073,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1074,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1075,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1076,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1077,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1078,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1079,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1080,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1081,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1082,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1083,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1084,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1085,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1086,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1087,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1088,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1089,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1090,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1091,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1092,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1093,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1094,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1095,5,Peru,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1096,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1097,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1098,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1099,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1100,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1101,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1102,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1103,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1104,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1105,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1106,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1107,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1108,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1109,8,Vietnam,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1110,11,Sweden,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1111,6,Italy,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1112,6,Italy,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1113,6,Italy,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1114,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1115,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1116,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1117,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1118,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1119,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1120,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1121,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1122,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1123,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1124,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1125,3,Germany,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1126,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1127,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1128,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1129,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1130,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1131,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1132,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1133,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1134,4,India,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1135,2,China,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1136,2,China,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1137,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1138,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1139,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1140,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1141,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1142,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1143,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1144,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1145,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1146,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1147,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1148,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1149,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1150,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1151,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1152,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1153,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1154,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1155,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1156,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1157,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1158,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1159,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1160,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1161,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1162,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1163,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1164,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1165,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1166,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1167,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1168,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1169,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1170,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1171,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1172,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1173,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1174,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1175,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1176,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1177,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1178,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1179,10,South Africa,UKMYC6,AMI,0.5,2,0.5,6.0,4.0,S
1180,5,Peru,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1181,5,Peru,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1182,5,Peru,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1183,8,Vietnam,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1184,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1185,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1186,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1187,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1188,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1189,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1190,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1191,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1192,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1193,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1194,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1195,10,South Africa,UKMYC6,AMI,1.0,3,1.0,5.0,4.0,S
1196,8,Vietnam,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1197,11,Sweden,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1198,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1199,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1200,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1201,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1202,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1203,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
1204,6,Italy,UKMYC5,AMI,0.5,2,0.5,5.0,1.0,S
